School_code|AgeID|School_name|Street|Town_suburb|Postcode|Phone|School_Email|Fax|Student_number|Indigenous_pct|LBOTE_pct|ICSEA_value|Level_of_schooling|Selective_school|Opportunity_class|School_specialty_type|School_subtype|Support_classes|Preschool_ind|Distance_education|Intensive_english_centre|School_gender|Late_opening_school|Date_1st_teacher|LGA|Electorate|Fed_electorate|Operational_directorate|Principal_network|FACS_district|Local_health_district|AECG_region|ASGS_remoteness|Latitude|Longitude|Assets unit|Date_extracted
2815|10711|Orchard Hills Public School|79-101 Kingswood Rd|Orchard Hills |2748|4736 1108|orchardhil-p.school@det.nsw.edu.au|4736 6003|107.0|np|37.0|1011|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1910-03-01|Penrith (C)|Londonderry|Lindsay|Macquarie Park|Blue Mountains|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.783029|150.721365|Western Sydney|2017-11-03
2818|9978|Otford Public School|Station Rd|Otford |2508|4294 1323|otford-p.school@det.nsw.edu.au|4294 3675|57.0|0.0|22.0|1116|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1885-01-01|Wollongong (C)|Heathcote|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Inner Regional Australia|-34.212198|151.001507|Southern NSW|2017-11-03
2820|8705|Ourimbah Public School|121 Pacific Hwy|Ourimbah |2258|4362 1033|ourimbah-p.school@det.nsw.edu.au|4362 2531|444.0|3.0|12.0|1023|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1863-01-01|Wyong (A)|The Entrance|Dobell|Macquarie Park|Gosford|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.354916|151.368168|Hunter/Central Coast|2017-11-03
2823|9553|Oxley Island Public School|74 Oxley Island Road|Oxley Island|2430|6553 2466|oxleyislan-p.school@det.nsw.edu.au|6553 2419|np|0.0|0.0|953|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1862-05-01|Greater Taree (C)|Myall Lakes|Lyne|Tamworth|Hastings|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-31.912342|152.568571|North Coast|2017-11-03
2826|8612|Padstow Park Public School|Segers Ave|Padstow|2211|9773 9258|padstowpk-p.school@det.nsw.edu.au|9792 3906|335.0|2.0|61.0|1014|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1929-01-01|Bankstown (C)|East Hills|Banks|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.954955|151.030882|South Western Sydney|2017-11-03
2827|9497|Pallamallawa Public School|Centre Street|Pallamallawa|2399|6754 9209|pallamalla-p.school@det.nsw.edu.au|6754 9435|22.0|32.0|0.0|797|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|Y|1884-07-01|Moree Plains (A)|Northern Tablelands|Parkes|Tamworth|Barwon|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-29.473894|150.141464|North Western NSW|2017-11-03
2829|9716|Palmers Island Public School|Maclean-Yamba Rd|Palmers Island|2463|6646 0114|palmersisl-p.school@det.nsw.edu.au|6646 0328|46.0|13.0|np|967|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1866-01-01|Clarence Valley (A)|Clarence|Page|Tamworth|Clarence Valley|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-29.419567|153.28822|North Coast|2017-11-03
2831|10181|Pambula Public School|25 Oregon St|Pambula |2549|6495 6006|pambula-p.school@det.nsw.edu.au|6495 6426|337.0|4.0|4.0|1001|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1849-07-01|Bega Valley (A)|Bega|Eden-Monaro|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.925482|149.871813|Southern NSW|2017-11-03
2835|11097|Parkes Public School|77-85 Currajong St|Parkes |2870|6862 1702|parkes-p.school@det.nsw.edu.au|6862 5047|418.0|22.0|4.0|944|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1868-09-01|Parkes (A)|Orange|Riverina|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-33.13229|148.176314|North Western NSW|2017-11-03
2838|14743|Parklea Public School|Glenwood Park Drive|Glenwood|2768|9629 2518|parklea-p.school@det.nsw.edu.au|9629 2673|702.0|1.0|49.0|1057|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1919-05-01|Blacktown (C)|Riverstone|Greenway|Macquarie Park|The Hills|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.725885|150.93476|Western Sydney|2017-11-03
2840|7845|Parramatta Public School|177 Macquarie Street|Parramatta|2150|9635 4397|parramatta-p.school@det.nsw.edu.au|9687 1107|938.0|np|97.0|1122|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1873-09-01|Parramatta (C)|Parramatta|Parramatta|Macquarie Park|Parramatta|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.81571|151.007732|Western Sydney|2017-11-03
2841|9724|Wooli Public School|Main St|Wooli |2462|6649 7522|wooli-p.school@det.nsw.edu.au|6649 7805|56.0|11.0|np|953|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1942-09-01|Clarence Valley (A)|Clarence|Page|Tamworth|Clarence Valley|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Outer Regional Australia|-29.870923|153.265781|North Coast|2017-11-03
2842|7849|Parramatta North Public School|Albert St|North Parramatta|2151|9630 1768|parramattn-p.school@det.nsw.edu.au|9890 1094|397.0|2.0|84.0|1040|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1852-01-01|Parramatta (C)|Parramatta|Parramatta|Macquarie Park|Parramatta|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.803951|151.004694|Western Sydney|2017-11-03
2843|7846|Parramatta West Public School|Auburn & Young Sts|Parramatta |2150|9635 9347|parramattw-p.school@det.nsw.edu.au|9687 1151|800.0|2.0|92.0|1031|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1888-03-01|Holroyd (C)|Granville|Parramatta|Macquarie Park|Parramatta|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.824472|150.990968|Western Sydney|2017-11-03
2844|9521|Paterson Public School|Webbers Creek Rd|Paterson |2421|4938 5114|paterson-p.school@det.nsw.edu.au|4938 5226|103.0|6.0|0.0|1031|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1875-04-01|Dungog (A)|Upper Hunter|Lyne|Tamworth|Maitland|Hunter New England & Central Coast|Hunter New England|Hunter|Inner Regional Australia|-32.602294|151.612319|Hunter/Central Coast|2017-11-03
2846|9296|Paxton Public School|20 Anderson Ave|Paxton |2325|4998 1278|paxton-p.school@det.nsw.edu.au|4998 1848|49.0|16.0|0.0|895|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1923-05-01|Cessnock (C)|Cessnock|Hunter|Tamworth|Hunter|Hunter New England & Central Coast|Hunter New England|Hunter|Inner Regional Australia|-32.900993|151.284621|Hunter/Central Coast|2017-11-03
2848|11092|Peak Hill Central School|Caswell St|Peak Hill |2869|6869 1304|peakhill-c.school@det.nsw.edu.au|6869 1776|136.0|66.0|np|772|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|Y|1890-02-01|Parkes (A)|Orange|Riverina|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-32.728855|148.192111|North Western NSW|2017-11-03
2849|8607|Peakhurst Public School|Bonds Rd|Peakhurst|2210|9153 9157|peakhurst-p.school@det.nsw.edu.au|9584 2068|624.0|1.0|63.0|1044|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1871-09-01|Hurstville (C)|Oatley|Banks|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.955402|151.062306|Sydney|2017-11-03
2852|8686|Peats Ridge Public School|1231 Peats Ridge Road|Peats Ridge|2250|4373 1149|peatsridge-p.school@det.nsw.edu.au|4373 1076|38.0|0.0|np|981|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1931-01-01|Gosford (C)|Gosford|Robertson|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Inner Regional Australia|-33.325841|151.23275|Hunter/Central Coast|2017-11-03
2855|9305|Pelaw Main Public School|Abermain St|Pelaw Main |2327|4937 1314|pelawmain-p.school@det.nsw.edu.au|4936 1204|249.0|7.0|3.0|924|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1903-05-01|Cessnock (C)|Cessnock|Paterson|Tamworth|Hunter|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.831923|151.484743|Hunter/Central Coast|2017-11-03
2857|7763|Pennant Hills Public School|Ramsay & Weemala Rds|Pennant Hills |2120|9484 1134|pennanthil-p.school@det.nsw.edu.au|9875 2333|536.0|np|43.0|1144|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1925-01-01|Hornsby (A)|Hornsby|Berowra|Macquarie Park|Dural|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.7358|151.068058|Northern Sydney|2017-11-03
2858|7764|West Pennant Hills Public School|Church St|West Pennant Hills |2125|9484 7400|westpenhil-p.school@det.nsw.edu.au|9980 6424|649.0|0.0|30.0|1136|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1850-01-01|Hornsby (A)|Epping|Berowra|Macquarie Park|Dural|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.746075|151.050491|Northern Sydney|2017-11-03
2859|10714|Penrith Public School|51 High St|Penrith |2750|4721 2158|penrith-p.school@det.nsw.edu.au|4721 3466|418.0|8.0|42.0|965|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1865-05-01|Penrith (C)|Penrith|Lindsay|Macquarie Park|Penrith|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.755926|150.70439|Western Sydney|2017-11-03
2860|10264|Penrose Public School|Penrose Rd|Penrose|2579|4884 4238|penrose-p.school@det.nsw.edu.au|4884 4493|15.0|0.0|np|1072|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1891-08-01|Wingecarribee (A)|Goulburn|Hume|Ultimo|Wollondilly|South Western Sydney|South Western Sydney|Upper South Coast|Inner Regional Australia|-34.669731|150.221344|Southern NSW|2017-11-03
2861|8137|Penshurst Public School|Arcadia St|Penshurst |2222|9580 3400|penshurst-p.school@det.nsw.edu.au|9580 9216|440.0|np|85.0|1048|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1925-05-01|Hurstville (C)|Oatley|Banks|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.962636|151.087702|Sydney|2017-11-03
2862|10985|Perthville Public School|Rockley St|Perthville |2795|6337 2316|perthville-p.school@det.nsw.edu.au|6337 2321|135.0|7.0|np|995|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1865-05-01|Bathurst Regional (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.491052|149.550052|North Western NSW|2017-11-03
2867|10231|Picton Public School|Lumsdaine St|Picton |2571|4677 1497|picton-p.school@det.nsw.edu.au|4677 2103|392.0|3.0|6.0|1002|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1868-02-01|Wollondilly (A)|Wollondilly|Hume|Ultimo|Wollondilly|South Western Sydney|South Western Sydney|Dharawal|Inner Regional Australia|-34.17624|150.609346|South Western Sydney|2017-11-03
2870|9493|Pilliga Public School|Dangar St|Pilliga |2388|6796 4338|pilliga-p.school@det.nsw.edu.au|6796 4376|16.0|75.0|0.0|704|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|Y|1883-06-01|Narrabri (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Hunter New England & Central Coast|Hunter New England|North Western 1|Remote Australia|-30.352248|148.889152|North Western NSW|2017-11-03
2884|10749|Pitt Town Public School|Buckingham St|Pitt Town |2756|4572 3126|pitttown-p.school@det.nsw.edu.au|4572 3888|275.0|np|8.0|1005|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1876-01-01|Hawkesbury (C)|Hawkesbury|Macquarie|Macquarie Park|Hawkesbury|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.583887|150.859638|Western Sydney|2017-11-03
2886|10511|Pleasant Hills Public School|Crawford Street|Pleasant Hills|2658|6929 6416|pleasanthi-p.school@det.nsw.edu.au|6929 6449|19.0|np|0.0|963|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1891-04-01|Lockhart (A)|Wagga Wagga|Riverina|Wagga Wagga|Wagga Wagga|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Outer Regional Australia|-35.46651|146.798512|Southern NSW|2017-11-03
2887|6357|Plumpton Public School|Bottles Rd|Plumpton |2761|9832 2466|plumpton-p.school@det.nsw.edu.au|9832 2499|459.0|3.0|67.0|972|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1890-01-01|Blacktown (C)|Mount Druitt|Chifley|Macquarie Park|Nirimba|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.749158|150.838556|Western Sydney|2017-11-03
2890|9911|The Pocket Public School|The Pocket Rd|The Pocket|2483|6684 5226|thepocket-p.school@det.nsw.edu.au|6684 5536|60.0|10.0|15.0|997|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1900-01-01|Byron (A)|Ballina|Richmond|Tamworth|Lismore|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-28.505414|153.479112|North Coast|2017-11-03
2893|10472|Pomona Public School|Pomona Rd|Pomona|2648|03 5027 3486|pomona-p.school@det.nsw.edu.au|03 5027 3659|26.0|np|0.0|903|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|Y|1921-01-01|Wentworth (A)|Murray|Farrer|Wagga Wagga|Far West|Murrumbidgee, Far West & Western NSW|Far West|Riverina 3|Remote Australia|-34.025726|141.89493|North Western NSW|2017-11-03
2896|9967|Port Kembla Public School|Gloucester Boulevard|Port Kembla |2505|4274 1041|ptkembla-p.school@det.nsw.edu.au|4276 2840|274.0|9.0|26.0|968|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1890-06-01|Wollongong (C)|Wollongong|Cunningham|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.48609|150.914724|Southern NSW|2017-11-03
2897|6350|Portland Central School|14 Vale Street|Portland|2847|6355 5233|portland-c.school@det.nsw.edu.au|6355 5256|145.8|25.0|np|847|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1884-03-01|Lithgow (C)|Bathurst|Calare|Wagga Wagga|Bathurst|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Western 1|Inner Regional Australia|-33.354772|149.979653|North Western NSW|2017-11-03
2899|9641|Port Macquarie Public School|Grant St|Port Macquarie |2444|6583 2977|portmac-p.school@det.nsw.edu.au|6584 1265|442.0|15.0|7.0|907|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1852-01-01|Port Macquarie-Hastings (A)|Port Macquarie|Cowper|Tamworth|Hastings|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Inner Regional Australia|-31.429869|152.913872|North Coast|2017-11-03
2900|9485|Premer Public School|Ellerslie St|Premer |2381|6744 2125|premer-p.school@det.nsw.edu.au|6744 2000|7.0|np|0.0|698|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1881-03-01|Liverpool Plains (A)|Upper Hunter|New England|Tamworth|Wollemi|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-31.453553|149.900481|North Western NSW|2017-11-03
2901|8543|Prestons Public School|Kurrajong & Box Rds|Prestons |2170|9602 7435|prestons-p.school@det.nsw.edu.au|9821 1192|593.0|5.0|70.0|960|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1926-01-01|Liverpool (C)|Holsworthy|Werriwa|Ultimo|Liverpool|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.94642|150.889961|South Western Sydney|2017-11-03
2902|8700|Pretty Beach Public School|4 Pretty Beach Road|Pretty Beach|2257|4360 1012|prettybch-p.school@det.nsw.edu.au|4360 2153|180.0|0.0|14.0|1118|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1927-01-01|Gosford (C)|Terrigal|Robertson|Macquarie Park|Gosford|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.528039|151.350019|Hunter/Central Coast|2017-11-03
2904|9958|Primbee Public School|43 Illowra Cres|Primbee|2502|4274 1974|primbee-p.school@det.nsw.edu.au|4276 2837|117.0|15.0|22.0|942|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1938-01-01|Wollongong (C)|Wollongong|Whitlam|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.501421|150.882302|Southern NSW|2017-11-03
2910|8569|Punchbowl Public School|1333 Canterbury Road|Punchbowl|2196|9750 5055|punchbowl-p.school@det.nsw.edu.au|9740 4242|592.0|np|97.0|948|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||Y|N|N|Coed|N|1922-08-01|Canterbury (C)|Lakemba|Watson|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan South West|Major Cities of Australia|-33.930613|151.055905|South Western Sydney|2017-11-03
2913|7733|Putney Public School|Morrison Rd|Ryde |2112|9807 6255|putney-p.school@det.nsw.edu.au|9808 2758|470.0|np|42.0|1122|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1921-01-01|Ryde (C)|Lane Cove|Bennelong|Macquarie Park|North Sydney|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.824562|151.110973|Northern Sydney|2017-11-03
2917|10187|Quaama Public School|48 Cobargo St|Quaama |2550|6493 8213|quaama-p.school@det.nsw.edu.au|6493 8345|62.0|15.0|np|979|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1877-07-01|Bega Valley (A)|Bega|Eden-Monaro|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.464226|149.86705|Southern NSW|2017-11-03
2918|10782|Quakers Hill Public School|Medlow Drive|Quakers Hill |2763|9626 9284|quakershil-p.school@det.nsw.edu.au|9837 1152|966.0|4.0|73.0|1076|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1912-01-01|Blacktown (C)|Blacktown|Chifley|Macquarie Park|The Hills|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.737467|150.885265|Western Sydney|2017-11-03
2919|11054|Quambone Public School|Mungi Mungi St|Quambone |2831|6824 2046|quambone-p.school@det.nsw.edu.au|6824 2017|14.0|43.0|0.0|831|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|Y|1898-04-01|Coonamble (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Murrumbidgee, Far West & Western NSW|Western NSW|Western 2 |Remote Australia|-30.930706|147.872001|North Western NSW|2017-11-03
2920|10653|Quandialla Public School|Third St|Quandialla |2721|6347 1207|quandialla-c.school@det.nsw.edu.au|6347 1248|26.0|np|0.0|1026|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1913-05-01|Weddin (A)|Cootamundra|Riverina|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-34.010362|147.790454|North Western NSW|2017-11-03
2922|10408|Queanbeyan Public School|Isabella St|Queanbeyan |2620|6297 2144|queanbeyan-p.school@det.nsw.edu.au|6299 4282|775.0|9.0|22.0|1009|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|C|N|Coed|N|1864-01-01|Queanbeyan (C)|Monaro|Eden-Monaro|Wagga Wagga|Queanbeyan|Illawarra Shoalhaven & Southern NSW|Southern NSW|Upper South Coast|Major Cities of Australia|-35.357526|149.236154|Southern NSW|2017-11-03
